RideID,DateKey,RideTime,ServiceType,RideStatus,SourceLocation,SourceAreaKey,DestinationLocation,DestAreaKey,DurationMin,DistanceKM,RideCharge,MiscCharge,TotalFare,PaymentMethod
RD2178885405328324,20240722,12:44:46.689686,bike,completed,Kothnur 5th Stage,,Benson Town Township,,104,28.29,299.56,48.39,347.95,Paytm
RD4071119942785154,20240811,09:40:16.689686,bike,completed,KR Puram Circle,,Jakkur Pass,,48,25.84,98.32,34.31,132.63,Paytm
RD5349296168841585,20240626,17:32:06.689686,cab economy,completed,Ulsoor Valley,,Kadugodi Bay,,58,41.66,976.82,37.58,1014.4,Paytm
RD9348951508442840,20240731,08:32:03.689686,parcel,completed,BTM Layout Sector,,Koramangala 1st Stage,5.0,82,41.05,51.84,9.6,61.440000000000005,GPay
RD4124033959743904,20240802,01:22:53.689686,parcel,completed,Kengeri Woods,,Hosur Quarters,,109,6.83,666.01,33.48,699.49,GPay
RD3874542824780984,20240731,07:07:29.689686,cab economy,completed,VV Puram Loop,,Koramangala 8th Block Drive,5.0,44,18.18,76.78,18.21,94.99,Amazon Pay
RD7720325298818154,20240806,04:40:57.689686,cab economy,completed,Madiwala Depot,,Munnekollal Arc,,15,2.4,768.06,11.25,779.31,GPay
RD5909946962798041,20240808,05:47:52.689686,parcel,completed,JP Nagar Alley,,Hebbal Kempapura Township,2.0,65,14.44,362.02,49.13,411.15,QR scan
RD4524519252223641,20240625,20:56:01.689686,cab economy,completed,Hosur 2nd Block,,Benniganahalli Colony,,30,47.11,334.86,16.97,351.83000000000004,QR scan
RD5038207484912642,20240620,10:16:42.689686,bike,cancelled,Bellandur Outer Ring Road 2nd Block,,KR Puram Arcade,,69,44.29,,,,
RD9815504519696864,20240719,23:56:11.689686,cab economy,completed,Banaswadi Sector,,Horamavu Esplanade,,40,23.98,467.96,18.75,486.71,QR scan
RD2766950910791878,20240707,07:53:00.689686,cab economy,completed,Gottigere Nagar,,Rajajinagar District,,79,6.68,475.95,37.74,513.6899999999999,Paytm
RD2286014563743643,20240814,11:54:29.689686,bike lite,completed,Koramangala 7th Block Arcade,5.0,Horamavu Agara Viewpoint,,53,16.54,806.01,25.91,831.92,Paytm
RD3825041655784564,20240627,20:20:01.689686,auto,completed,Indiranagar 6th Stage,3.0,Seshadripuram Garden,,38,35.64,746.01,14.77,760.78,QR scan
RD3685405450528881,20240621,00:51:16.689686,bike,completed,Chikkabellandur Yard,,Lingarajapuram Landing,,31,42.81,912.37,37.12,949.49,Amazon Pay
RD3883599524519231,20240624,15:52:59.689686,bike lite,completed,Kaval Byrasandra Arc,,Munnekollal Woods,,107,43.17,875.16,6.34,881.5,QR scan
RD2461393572381456,20240731,05:27:04.689686,bike,completed,Naganathapura Sector,,Bhadrappa Layout Quarters,,112,45.03,823.63,1.99,825.62,Amazon Pay
RD2488208356166367,20240630,17:32:08.689686,bike lite,completed,Banaswadi Works,,Sarjapur Heights,,55,18.05,307.62,3.51,311.13,QR scan
RD4050552718859962,20240727,21:42:17.689686,auto,cancelled,Kothanur 4th Block,,Kasavanahalli Ridge,,22,37.57,,,,
RD8378785709081641,20240703,12:35:54.689686,bike,completed,Yelahanka New Town 6th Stage,,Jalahalli Village,,58,8.26,304.22,25.28,329.5,Amazon Pay
RD8077976830184349,20240728,13:00:19.689686,bike,completed,Chikkajala Fork,,Doddanekundi Sector,,98,5.4,225.49,44.7,270.19,Amazon Pay
RD9238137227106228,20240805,15:31:27.689686,auto,completed,Bikasipura Extension,,Bhuvaneshwari Nagar Enclave,,62,13.06,304.54,27.77,332.31,Amazon Pay
RD7256615820971581,20240628,12:09:17.689686,bike lite,completed,Hebbal Kempapura Depot,2.0,Yelahanka New Town Track,,62,29.18,532.23,30.73,562.96,QR scan
RD1070586813707767,20240706,12:21:23.689686,auto,completed,Chikkajala Bay,,Arekere Cove,,62,4.08,92.55,49.61,142.16,GPay
RD3908669354607298,20240617,20:36:30.689686,bike lite,completed,Bommanahalli Commons,,JP Nagar Bay,,78,30.38,640.12,30.9,671.02,GPay
RD5271257908426368,20240622,23:17:21.689686,bike,cancelled,Kothaguda Lane,,Kundalahalli Zone,,119,5.44,,,,
RD8951356187339793,20240704,19:18:12.689686,auto,completed,Koramangala 4th Block Quadrant,5.0,Kengeri Quarters,,117,46.82,519.91,14.71,534.62,QR scan
RD2734519060806497,20240805,02:52:10.689686,cab economy,completed,Yelahanka Bay,,Kundalahalli Crescent,,28,26.13,132.38,13.64,146.01999999999998,QR scan
RD7665184043720320,20240708,17:53:59.689686,bike,completed,Koramangala 4th Block 3rd Stage,5.0,HRBR Layout Extension,,67,34.88,755.12,47.52,802.64,QR scan
RD9878184365055904,20240710,23:34:48.689686,auto,completed,Koramangala Trail,5.0,Vijayanagar Zone,,92,14.76,903.86,35.85,939.71,QR scan
RD6018603643791917,20240724,13:16:39.689686,auto,completed,Harohalli Promenade,,Begur Side,,35,15.15,360.85,47.56,408.41,QR scan
RD3840741166678004,20240707,17:36:49.689686,bike lite,completed,Kothanur 4th Stage,,HRBR Layout Meadows,,39,18.62,893.65,1.58,895.23,QR scan
RD7892598911717361,20240628,22:58:26.689686,parcel,completed,Agara Side,,Vidya Vihar Landing,,119,22.41,278.8,7.25,286.05,Amazon Pay
RD1150597539262966,20240621,12:42:12.689686,cab economy,completed,Basaveshwaranagar Station,,Subbanna Palya Extension,,30,46.7,458.62,4.29,462.91,GPay
RD9650010899098874,20240708,17:46:49.689686,auto,completed,Magadi Road Woods,,Anekal 2nd Block,,19,41.16,847.28,44.97,892.25,GPay
RD4633483503924382,20240803,21:27:23.689686,cab economy,completed,Lingarajapuram Quarters,,Kasturi Nagar Township,,25,13.69,108.44,31.24,139.68,GPay
RD5561443417710130,20240723,16:42:51.689686,parcel,completed,Horamavu Plaza,,Marathahalli Colony,,16,20.25,173.72,27.33,201.05,GPay
RD5621361479500982,20240715,11:37:17.689686,auto,completed,Koramangala 7th Block Quarters,5.0,Koramangala 4th Block Crescent,5.0,59,37.85,778.71,12.86,791.57,QR scan
RD6075580070083257,20240729,11:12:51.689686,bike lite,completed,Electronic City Plaza,1.0,Ramamurthy Nagar Road,,61,24.09,471.74,42.17,513.91,Paytm
RD5818873035768904,20240802,13:30:28.689686,bike,completed,Bagalur Area,,Doddanekundi Nagar,,115,41.56,598.86,36.08,634.94,Amazon Pay
RD1489746259667080,20240623,15:34:52.689686,cab economy,completed,Jakkur Passage,,Hennur Road Plaza,,61,33.77,125.25,21.42,146.67000000000002,QR scan
RD2628277317521061,20240703,03:22:57.689686,bike,cancelled,Mysore Road Arc,,Kodigehalli Cutting,,77,16.75,,,,
RD2120454753972806,20240703,04:21:14.689686,bike,completed,Vijayanagar 3rd Block,,Ulsoor 3rd Stage,,35,23.5,875.22,16.07,891.2900000000001,QR scan
RD9540250592020518,20240711,05:09:27.689686,cab economy,completed,Chokkanahalli Meadows,,Ulsoor 6th Stage,,20,32.58,551.91,21.0,572.91,QR scan
RD1544471636738059,20240718,22:59:32.689686,auto,completed,BTM 2nd Stage Cross,,Hosur 4th Block,,85,10.0,693.43,40.36,733.79,Paytm
RD1334449062523128,20240731,00:27:08.689686,bike lite,completed,Doddakannelli Plaza,,Kaval Byrasandra Plaza,,96,5.01,663.66,16.33,679.99,Paytm
RD7390638447548679,20240808,14:42:48.689686,cab economy,completed,Frazer Town View,,Banashankari Zone,,89,25.94,765.27,13.06,778.3299999999999,Paytm
RD8873334220181456,20240716,07:11:30.689686,bike lite,completed,Nagwara 2nd Stage,,Chandra Layout Meadows,,13,9.84,856.59,18.96,875.5500000000001,GPay
RD0730207587375219,20240627,16:01:03.689686,auto,completed,Hosur Road Circle,,Dooravani Nagar Promenade,,106,17.32,687.75,21.19,708.94,Amazon Pay
RD8428035064831460,20240724,18:12:32.689686,cab economy,completed,Sonnenahalli Ridge,,Banaswadi Pass,,85,24.97,803.5,49.94,853.44,GPay
RD0239628613929397,20240621,03:54:35.689686,bike lite,completed,Hennur 1st Block,,Hebbal Kempapura Cut,2.0,17,16.83,55.38,9.03,64.41,Paytm
RD4488200456633094,20240812,19:11:37.689686,cab economy,completed,Devarachikkanahalli Place,,Nandini Layout Bridge,,13,5.39,917.21,19.26,936.47,Paytm
RD8671804089804162,20240813,13:38:29.689686,auto,completed,Kadubeesanahalli Quarry,,Peenya Nagar,,98,16.49,419.17,32.1,451.27,GPay
RD7555901395506935,20240701,16:25:46.689686,cab economy,completed,Kothaguda Vista,,Koramangala 7th Block Bridge,5.0,18,19.78,370.54,42.64,413.18,Paytm
RD0132431854987461,20240724,19:09:30.689686,auto,completed,HRBR Layout Alley,,Benniganahalli Plaza,,25,43.59,666.91,39.32,706.23,Amazon Pay
RD8164265493363861,20240807,13:56:40.689686,bike,completed,Bommasandra Layout,,Frazer Town 4th Stage,,68,48.54,999.78,41.38,1041.16,Amazon Pay
RD0744803822267529,20240716,12:08:40.689686,parcel,completed,Kundalahalli Station,,RMV 2nd Stage Arc,,57,25.61,314.95,25.82,340.77,Paytm
RD3963785873921078,20240711,18:42:49.689686,bike,cancelled,Begur Trail,,Kaval Byrasandra Promenade,,42,30.74,,,,
RD7943650345782833,20240713,09:36:39.689686,bike,completed,Kundalahalli Promenade,,Basavanagudi 3rd Block,,117,40.01,324.36,21.08,345.44,GPay
RD5997739271056140,20240809,18:21:46.689686,bike lite,completed,Bagalur Township,,Koramangala 4th Block 6th Block,5.0,94,24.91,414.47,29.03,443.5,GPay
RD2885756060059923,20240617,01:12:43.689686,bike,completed,Subbanna Palya Park,,Anekal 3rd Stage,,15,34.7,84.38,25.83,110.21,QR scan
RD6934490773978312,20240812,14:56:50.689686,cab economy,completed,Balagere 6th Stage,,Ramamurthy Nagar Vista,,16,9.02,716.52,35.05,751.5699999999999,Amazon Pay
RD9290699820750574,20240709,06:45:24.689686,cab economy,completed,Horamavu Agara Nagar,,Kundalahalli District,,30,48.41,670.77,42.69,713.46,Paytm
RD4826795790517082,20240622,19:41:56.689686,auto,completed,Benniganahalli 2nd Stage,,Jalahalli Quadrant,,75,35.56,372.46,11.28,383.74,Amazon Pay
RD0976204705512701,20240619,15:39:26.689686,cab economy,completed,Nagawara Pier,,Horamavu Agara Plaza,,65,17.46,898.42,2.14,900.56,Amazon Pay
RD2652058558704513,20240624,20:21:58.689686,bike,completed,Munnekollal Estate,,Mahadevapura Drive,,79,28.32,891.34,28.53,919.87,Amazon Pay
RD0014629668756718,20240804,03:32:38.689686,cab economy,cancelled,Chokkanahalli Grove,,Rajajinagar Enclave,,23,36.94,,,,
RD8288472418317715,20240622,03:08:13.689686,bike,cancelled,Chikkalasandra Valley,,Gottigere Bridge,,46,38.16,,,,
RD7765887127181828,20240813,12:56:16.689686,bike,completed,Vidya Vihar Terrace,,VV Puram Lane,,116,16.95,837.54,39.2,876.74,QR scan
RD2605821329790911,20240626,00:58:25.689686,bike,completed,Begur Nagar,,Agara Place,,86,8.23,767.46,34.06,801.52,GPay
RD5580629011228071,20240715,14:08:12.689686,bike,completed,Doddakannelli Arc,,Bommanahalli Colony,,95,8.74,762.62,1.51,764.13,QR scan
RD6165881037343017,20240724,09:27:05.689686,auto,completed,Hulimavu 3rd Stage,,Kudlu Harbor,,55,43.67,686.01,21.82,707.83,QR scan
RD0348314722737898,20240811,09:33:59.689686,auto,completed,Seshadripuram 4th Block,,Nagawara Quarters,,74,18.28,908.27,46.3,954.57,GPay
RD1730555513445547,20240702,05:13:44.689686,auto,completed,Hulimavu Nagar,,Jakkasandra Arcade,,43,40.06,91.76,4.27,96.03,Amazon Pay
RD5160408186851211,20240730,18:04:24.689686,auto,completed,Banashankari Passage,,Hoodi Quarters,,58,16.17,547.02,17.35,564.37,GPay
RD7029380390141484,20240623,20:25:01.689686,cab economy,completed,Rajajinagar Farms,,Jakkur Alley,,93,43.36,434.81,22.59,457.4,QR scan
RD4495905994359425,20240628,19:36:04.689686,cab economy,completed,Koramangala 8th Block Loop,5.0,Kalyan Nagar Trail,,66,31.38,878.36,29.05,907.41,Paytm
RD9001802316348546,20240617,21:41:51.689686,auto,completed,Munnekollal Cutting,,HSR Layout Township,,71,42.99,543.22,48.78,592.0,QR scan
RD7887110121082774,20240730,22:06:19.689686,bike,completed,Basaveshwaranagar Garden,,Hennur Road Alcove,,10,24.13,247.51,30.74,278.25,QR scan
RD1913085603912632,20240707,08:36:03.689686,auto,completed,Subramanyapura Drive,,Frazer Town Road,,15,16.22,950.2,46.72,996.92,GPay
RD7968802117045452,20240727,00:25:45.689686,auto,completed,Kothanur Extension,,Devarachikkanahalli Park,,119,43.18,289.68,49.59,339.27,GPay
RD9924989001088405,20240805,18:33:14.689686,bike,completed,Mahadevapura Quarry,,Anjanapura 3rd Block,,72,28.24,767.64,30.67,798.31,GPay
RD2976794673777632,20240619,04:27:38.689686,bike lite,completed,Malleshwaram Bay,,Koramangala 4th Block Commons,5.0,38,15.32,132.36,45.45,177.81,Amazon Pay
RD2783983402132237,20240816,08:02:01.689686,parcel,completed,Sahakar Nagar Arc,,Bhadrappa Layout Works,,112,37.08,249.3,31.56,280.86,GPay
RD5864529490709943,20240806,10:08:15.689686,auto,completed,Jakkasandra Harbor,,Babusapalya 5th Stage,,97,19.58,574.28,36.31,610.5899999999999,GPay
RD0194601141323286,20240715,05:32:56.689686,bike lite,completed,Ganganagar 3rd Stage,,Tavarekere Township,,58,17.4,494.58,37.46,532.04,GPay
RD6284518606634342,20240714,11:45:07.689686,parcel,completed,Kasavanahalli Zone,,Koramangala 8th Block Quarry,5.0,54,38.08,653.84,33.16,687.0,GPay
RD2745652398119821,20240726,19:13:24.689686,auto,completed,Vasanth Nagar Close,,Agrahara Layout Track,,61,14.3,884.8,37.24,922.04,QR scan
RD1555637753673635,20240704,16:59:59.689686,cab economy,completed,Jakkasandra Court,,Kothnur Alcove,,119,35.42,729.07,2.15,731.22,Paytm
RD8362016165507780,20240705,13:52:09.689686,bike lite,completed,Nagawara Boulevard,,Horamavu Banaswadi Viewpoint,,90,42.6,878.68,6.14,884.8199999999999,Paytm
RD7649289985967524,20240812,20:39:17.689686,bike,completed,Attibele 1st Stage,,Vijayanagar Fields,,14,34.12,762.07,3.86,765.9300000000001,Amazon Pay
RD9207223033862872,20240809,04:56:41.689686,bike,completed,Kanaka Nagar Harbor,,Babusapalya Meadows,,74,36.48,393.63,1.25,394.88,Paytm
RD7426263523199371,20240702,21:46:37.689686,cab economy,completed,Koramangala 7th Block Works,5.0,Rajajinagar Estate,,110,34.04,859.14,7.34,866.48,Amazon Pay
RD8448382075616805,20240716,21:15:38.689686,bike,completed,Doddaballapur Ridge,,Mahadevapura Esplanade,,110,35.56,399.72,25.8,425.52,Paytm
RD6512456214826793,20240803,20:43:52.689686,bike,completed,Nagawara Promenade,,Giri Nagar Viewpoint,,82,35.65,325.4,11.13,336.53,GPay
RD5325699765434910,20240814,17:38:27.689686,cab economy,cancelled,Nagwara Promenade,,Doddanekundi Run,,41,19.74,,,,
RD7369687753571697,20240808,16:23:08.689686,auto,completed,Kalyan Nagar Dam,,Yelahanka New Town Vista,,57,23.66,166.87,22.11,188.98,QR scan
RD0966183668557365,20240728,06:08:49.689686,auto,completed,Yeshwanthpur Square,8.0,Begur Esplanade,,103,29.14,580.34,34.54,614.88,Paytm
RD4445919475205798,20240701,05:31:41.689686,auto,completed,Dommasandra Layout,,Agrahara Layout Extension,,88,16.46,372.06,2.91,374.97,QR scan
RD4219318801476182,20240627,15:16:33.689686,bike,completed,KR Puram Cross,,Ramamurthy Nagar Cutting,,88,22.27,753.75,18.53,772.28,Amazon Pay
RD4986550314207477,20240701,09:19:28.689686,bike lite,completed,Kaval Byrasandra Fields,,Madiwala Side,,112,36.86,758.84,48.65,807.49,QR scan
RD2164768929684375,20240713,04:37:58.689686,bike,cancelled,Subramanyapura Layout,,Rajajinagar Mews,,95,35.84,,,,
RD5609768539371990,20240726,00:42:28.689686,auto,completed,Kothnur Garden,,KR Puram Side,,16,26.67,497.54,37.74,535.28,Amazon Pay
RD1619862081246882,20240630,03:48:17.689686,cab economy,completed,Kudlu Gate Promenade,,Ramnagar Fields,,58,38.14,890.05,19.32,909.37,QR scan
RD8969840769739787,20240627,23:57:25.689686,bike,completed,Dasarahalli Summit,,Byatarayanapura Station,,35,36.77,260.74,36.94,297.68,QR scan
RD9033978964174017,20240618,00:38:04.689686,bike,completed,Kalyan Nagar Drive,,Vasanth Nagar Alcove,,41,4.14,440.11,8.68,448.79,Amazon Pay
RD3465883365419721,20240709,08:45:30.689686,parcel,completed,JP Nagar Hills,,Naganathapura 5th Block,,116,11.88,704.19,46.74,750.9300000000001,GPay
RD6631486033798443,20240624,05:05:45.689686,bike lite,completed,Koramangala Arc,5.0,Dodda Banaswadi Passage,,13,47.92,741.73,43.6,785.33,Amazon Pay
RD3618178306569781,20240702,15:08:21.689686,bike,completed,Sonnenahalli Side,,Whitefield Run,7.0,53,3.46,930.64,21.08,951.72,QR scan
RD8189454363244876,20240718,07:27:43.689686,parcel,completed,Anjanapura Landing,,Peenya 2nd Block,,38,1.16,553.82,26.83,580.6500000000001,Amazon Pay
RD6809752595280264,20240728,23:00:46.689686,parcel,completed,Kadubeesanahalli Quay,,Kengeri Court,,24,49.04,726.76,21.44,748.2,Amazon Pay
RD9730869570059311,20240716,04:02:28.689686,auto,completed,Banashankari Circle,,Srirampura Quarters,,101,7.71,896.06,3.76,899.8199999999999,QR scan
RD4692306243698519,20240811,18:07:02.689686,bike,completed,JP Nagar Arc,,Kudlu Drive,,104,30.22,946.63,42.27,988.9,Paytm
RD1850577206003279,20240621,10:25:11.689686,bike,completed,Subramanyapura Extension,,Sahakar Nagar 3rd Stage,,107,14.54,157.09,46.71,203.8,QR scan
RD0298793573570225,20240703,07:20:17.689686,bike,completed,Rachenahalli Square,,Ganganagar Landing,,55,32.84,743.79,4.0,747.79,Amazon Pay
RD8773648540048830,20240627,14:01:50.689686,bike,cancelled,Chikkabellandur Side,,ITI Layout District,,57,9.54,,,,
RD1853159450060537,20240726,10:15:57.689686,parcel,completed,Mahalakshmi Layout Layout,,Kanakapura 3rd Block,,118,16.82,969.17,7.15,976.32,QR scan
RD2912774386102024,20240711,00:23:23.689686,parcel,cancelled,Peenya Grove,,Ganganagar Zone,,86,8.3,,,,
RD8930384035278946,20240718,08:08:23.689686,auto,completed,Banaswadi Park,,Babusapalya Fork,,78,46.76,939.3,19.36,958.66,Amazon Pay
RD2400933982103668,20240626,00:05:07.689686,auto,completed,Chikkalasandra Sector,,Koramangala 7th Block 6th Block,5.0,74,38.77,175.45,4.18,179.63,QR scan
RD7318828492386838,20240804,11:39:41.689686,bike,completed,Kaggalipura Works,,Koramangala Nagar,5.0,25,32.71,123.57,25.69,149.26,Amazon Pay
RD5328823662215466,20240727,13:52:24.689686,auto,completed,Balagere 4th Block,,Kothanur Quarters,,17,14.38,491.21,25.71,516.92,Paytm
RD2193221301495358,20240712,08:36:50.689686,cab economy,completed,Balagere Plaza,,Doddakannelli Commons,,53,33.76,118.95,29.27,148.22,QR scan
RD6224041050142268,20240623,12:04:06.689686,parcel,completed,Amruthahalli Bay,,BTM Layout Works,,27,10.13,277.59,45.47,323.05999999999995,Paytm
RD2712557593413062,20240730,08:17:52.689686,bike,completed,Anjanapura Layout,,Electronic City Woods,1.0,103,19.01,537.14,0.7,537.84,QR scan
RD2732334941771054,20240714,19:28:36.689686,parcel,completed,Bommanahalli Quarters,,Marathahalli 2nd Stage,,102,13.98,830.85,46.22,877.07,Amazon Pay
RD7933686610460726,20240706,16:50:08.689686,bike lite,completed,Nayandahalli Pass,,Agrahara Layout Passage,,34,2.26,383.1,42.5,425.6,Paytm
RD2314170771821036,20240815,10:29:38.689686,bike lite,cancelled,VV Puram Enclave,,Munnekollal 5th Block,,34,17.52,,,,
RD2649793369413534,20240621,16:12:28.689686,parcel,completed,Amruthahalli 4th Stage,,Kadubeesanahalli Landing,,60,29.69,442.57,18.75,461.32,Paytm
RD5206781211221814,20240731,01:05:43.689686,cab economy,completed,Giri Nagar Area,,Srirampura Depot,,89,38.38,581.07,21.34,602.4100000000001,GPay
RD4024331544705664,20240704,06:00:51.689686,bike lite,completed,Dodda Banaswadi Circle,,Bagalur 2nd Stage,,95,47.57,629.73,49.47,679.2,GPay
RD9526679548622884,20240717,17:35:28.689686,cab economy,completed,Peenya Works,,VV Puram Zone,,36,10.5,381.38,9.88,391.26,Paytm
RD9724462000056851,20240731,05:49:03.689686,parcel,completed,Domlur 5th Block,,Hebbal Extension,2.0,84,16.07,336.76,34.52,371.28,GPay
RD0356733134246252,20240730,04:47:50.689686,bike,cancelled,Domlur Quay,,Gottigere 5th Block,,82,2.55,,,,
RD8812064120635047,20240806,06:33:48.689686,bike lite,completed,Mahadevapura Farms,,Benson Town Alley,,50,19.11,431.45,4.75,436.2,Paytm
RD1558149457410947,20240813,18:59:35.689686,bike,completed,Kothnur Landing,,Sadashiva Nagar Enclave,,84,18.69,714.77,8.45,723.22,Paytm
RD7647930441160253,20240617,09:39:23.689686,bike lite,completed,Kanaka Nagar Way,,Shivaji Nagar 4th Stage,,15,21.76,62.98,22.29,85.27,QR scan
RD5692739128437138,20240713,11:25:06.689686,bike,completed,Koramangala 7th Block Hills,5.0,Kalena Agrahara Valley,,94,20.73,698.8,41.49,740.29,Paytm
RD7335662545257031,20240726,13:32:13.689686,bike,completed,Vidya Vihar Layout,,Kaval Byrasandra Works,,50,14.18,346.83,23.23,370.06,Paytm
RD4330837470308466,20240716,18:34:09.689686,auto,completed,Anekal 4th Block,,Billekahalli Run,,32,23.92,261.07,42.73,303.8,GPay
RD4956351293136282,20240701,21:47:38.689686,auto,cancelled,Gottigere Works,,Jalahalli 4th Stage,,111,40.53,,,,
RD0230258263305194,20240623,08:36:36.689686,bike,completed,Nagwara 2nd Stage,,Chikkalasandra Circle,,84,13.02,318.62,9.53,328.15,Paytm
RD4862628300204226,20240812,21:00:05.689686,cab economy,completed,Banashankari District,,Chikka Banaswadi Sector,,24,14.86,122.33,14.75,137.07999999999998,Paytm
RD5459416277252046,20240812,00:22:18.689686,parcel,completed,Doddakannelli Ridge,,Banashankari Lane,,58,12.15,854.04,39.93,893.9699999999999,Amazon Pay
RD5099917363931185,20240620,21:05:16.689686,auto,completed,HRBR Layout Arc,,Chandra Layout Boulevard,,18,5.65,302.22,28.97,331.19000000000005,QR scan
RD6162115328380457,20240716,02:21:18.689686,bike,completed,Nagwara Close,,Horamavu Agara Close,,53,16.32,76.42,16.28,92.7,Paytm
